,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,passExprsCut,logFC,AveExpr,t,P.Value,adj.P.Val,B,region,type
ENSG00000148842.17,16324,ENSG00000148842.17,ENSG00000148842,protein_coding,CNNM2,54805,InGen,2.922216015,4,"c(""ENST00000369878.8""; ""ENST00000369875.3""; ""ENST00000433628.2""; ""ENST00000475511.1"")",TRUE,0.041369754,5.828133258,3.347778623,0.000901608,0.063686089,-1.321527734,DLPFC,gene
ENSG00000148798.10,3231,ENSG00000148798.10,ENSG00000148798,protein_coding,INA,9118,InGen,37.71638995,1,ENST00000369849.8,TRUE,-0.079500654,7.221263718,-4.107151647,4.97E-05,0.019289635,1.271910227,DLPFC,gene
ENSG00000148835.10,3268,ENSG00000148835.10,ENSG00000148835,protein_coding,TAF5,6877,InGen,1.999955204,1,ENST00000369839.3,TRUE,-0.068128151,2.95732152,-3.605036029,0.000356596,0.041078472,-0.086658592,DLPFC,gene
ENSG00000107518.16,9824,ENSG00000107518.16,ENSG00000107518,protein_coding,ATRNL1,26033,InGen,85.33263665,10,"c(""ENST00000616894.1""; ""ENST00000609571.5""; ""ENST00000526946.5""; ""ENST00000527407.5""; ""ENST00000355044.7""; ""ENST00000524503.1""; ""ENST00000526373.1""; ""ENST00000534530.5""; ""ENST00000424738.1""; ""ENST00000449616.2"")",TRUE,-0.069013315,10.47962455,-4.142302085,4.30E-05,0.017661895,1.204075054,DLPFC,gene
ENSG00000148908.14,1252,ENSG00000148908.14,ENSG00000148908,protein_coding,RGS10,6001,InGen,3.070861631,5,"c(""ENST00000392865.5""; ""ENST00000369101.7""; ""ENST00000369103.2""; ""ENST00000469575.1""; ""ENST00000473563.1"")",TRUE,-0.263914143,1.681257037,-3.912063781,0.000109605,0.026334409,1.053347799,DLPFC,gene
ENSG00000132334.16,11235,ENSG00000132334.16,ENSG00000132334,protein_coding,PTPRE,5791,InGen,4.177961199,11,"c(""ENST00000254667.7""; ""ENST00000442830.5""; ""ENST00000471218.5""; ""ENST00000455661.5""; ""ENST00000467366.1""; ""ENST00000306042.9""; ""ENST00000487428.1""; ""ENST00000495530.5""; ""ENST00000479896.1""; ""ENST00000492479.1""; ""ENST00000463727.1"")",TRUE,-0.067372513,5.690828535,-3.88172434,0.000123588,0.02790104,0.536285039,DLPFC,gene
ENSG00000244734.3,1179,ENSG00000244734.3,ENSG00000244734,protein_coding,HBB,3043,InGen,68.27151027,5,"c(""ENST00000335295.4""; ""ENST00000633227.1""; ""ENST00000475226.1""; ""ENST00000485743.1""; ""ENST00000380315.2"")",TRUE,0.451311206,5.956905638,3.261118708,0.001216879,0.073706396,-1.612750466,DLPFC,gene
ENSG00000196565.12,2241,ENSG00000196565.12,ENSG00000196565,protein_coding,HBG2,3048,InGen,8.21332722,5,"c(""ENST00000620888.4""; ""ENST00000380252.5""; ""ENST00000380259.6""; ""ENST00000336906.4""; ""ENST00000444587.1"")",TRUE,0.637048637,-1.812809044,4.101706963,5.09E-05,0.019289635,0.827497595,DLPFC,gene
ENSG00000166444.18,14262,ENSG00000166444.18,ENSG00000166444,protein_coding,ST5,6764,InGen,1.63999932,61,"c(""ENST00000526757.5""; ""ENST00000534127.5""; ""ENST00000313726.10""; ""ENST00000530991.5""; ""ENST00000526099.5""; ""ENST00000527540.1""; ""ENST00000532162.5""; ""ENST00000534278.5""; ""ENST00000524513.1""; ""ENST00000530438.5""; ""ENST00000532738.1""; ""ENST00000526062.5""; ""ENST00000532871.3""; ""ENST00000533081.5""; ""ENST00000526701.5""; ""ENST00000530922.1""; ""ENST00000530559.5""; ""ENST00000533020.5""; ""ENST00000526837.5""; ""ENST00000530338.5""; ""ENST00000532734.5""; ""ENST00000530593.5""; ""ENST00000626808.2""; ""ENST00000528527.5""; 
""ENST00000531060.1""; ""ENST00000533425.5""; ""ENST00000526057.5""; ""ENST00000528196.5""; ""ENST00000527510.5""; ""ENST00000530580.5""; ""ENST00000532651.5""; ""ENST00000527870.1""; ""ENST00000531093.5""; ""ENST00000533225.5""; ""ENST00000526126.5""; ""ENST00000526221.5""; ""ENST00000529940.5""; ""ENST00000528523.5""; ""ENST00000527930.5""; ""ENST00000534783.1""; ""ENST00000533681.5""; ""ENST00000526241.5""; ""ENST00000530959.5""; ""ENST00000533580.5""; ""ENST00000526155.5""; ""ENST00000534248.5""; ""ENST00000527347.5""; ""ENST00000533016.1""; 
""ENST00000527516.5""; ""ENST00000527473.5""; ""ENST00000530938.5""; ""ENST00000533471.5""; ""ENST00000524757.5""; ""ENST00000527392.5""; ""ENST00000526828.5""; ""ENST00000525169.5""; ""ENST00000534665.5""; ""ENST00000531578.1""; ""ENST00000531237.1""; ""ENST00000531640.5""; ""ENST00000528452.1"")",TRUE,0.060968934,4.774995115,3.461986845,0.000601411,0.052958528,-0.828571632,DLPFC,gene
ENSG00000133812.15,16767,ENSG00000133812.15,ENSG00000133812,protein_coding,SBF2,81846,InGen,5.570655824,14,"c(""ENST00000256190.12""; ""ENST00000525040.5""; ""ENST00000529587.1""; ""ENST00000532095.1""; ""ENST00000528478.1""; ""ENST00000525697.1""; ""ENST00000530741.1""; ""ENST00000524961.5""; ""ENST00000533584.1""; ""ENST00000533770.5""; ""ENST00000420722.2""; ""ENST00000526353.1""; ""ENST00000527019.5""; ""ENST00000533661.1"")",TRUE,0.037430657,6.548694114,3.579203867,0.000392392,0.043969348,-0.616401323,DLPFC,gene
ENSG00000110328.5,3627,ENSG00000110328.5,ENSG00000110328,protein_coding,GALNT18,374378,InGen,7.312288984,2,"c(""ENST00000227756.4""; ""ENST00000526064.1"")",TRUE,0.057633088,4.7678353,3.187881751,0.001560079,0.081416241,-1.696548355,DLPFC,gene
ENSG00000133818.13,3453,ENSG00000133818.13,ENSG00000133818,protein_coding,RRAS2,22800,InGen,3.356868788,11,"c(""ENST00000537760.5""; ""ENST00000414023.6""; ""ENST00000529237.5""; ""ENST00000256196.8""; ""ENST00000534746.5""; ""ENST00000526063.5""; ""ENST00000532814.5""; ""ENST00000531807.5""; ""ENST00000532950.5""; ""ENST00000531421.5""; ""ENST00000526717.1"")",TRUE,0.068961386,3.285159857,3.393039108,0.000768959,0.059611259,-0.829375632,DLPFC,gene
ENSG00000166016.5,4973,ENSG00000166016.5,ENSG00000166016,protein_coding,ABTB2,25841,InGen,1.083467457,2,"c(""ENST00000435224.2""; ""ENST00000530814.1"")",TRUE,-0.14056226,2.391762684,-3.326800989,0.000970054,0.066798261,-0.918745637,DLPFC,gene
ENSG00000254708.1,886,ENSG00000254708.1,ENSG00000254708,processed_pseudogene,,NA,InGen,0.580515952,1,ENST00000531489.1,TRUE,-0.277737108,-1.122304963,-3.389134669,0.000779642,0.060061662,-0.902704348,DLPFC,gene
ENSG00000175274.18,7345,ENSG00000175274.18,ENSG00000175274,protein_coding,TP53I11,9537,InGen,2.791088392,23,"c(""ENST00000354556.8""; ""ENST00000395648.7""; ""ENST00000308212.9""; ""ENST00000616990.4""; ""ENST00000533940.5""; ""ENST00000525680.5""; ""ENST00000532253.5""; ""ENST00000524774.1""; ""ENST00000528473.5""; ""ENST00000528290.5""; ""ENST00000533955.5""; ""ENST00000531130.6""; ""ENST00000531928.6""; ""ENST00000525667.1""; ""ENST00000532921.1""; ""ENST00000525145.5""; ""ENST00000525683.5""; ""ENST00000525138.5""; ""ENST00000533443.5""; ""ENST00000627720.1""; ""ENST00000530035.5""; ""ENST00000527685.5""; ""ENST00000533937.1"")",TRUE,0.117091487,3.861475659,3.647583293,0.000304242,0.04011692,-0.071826207,DLPFC,gene
ENSG00000149182.14,5918,ENSG00000149182.14,ENSG00000149182,protein_coding,ARFGAP2,84364,InGen,11.26342747,30,"c(""ENST00000426335.6""; ""ENST00000627920.2""; ""ENST00000524782.5""; ""ENST00000395449.7""; ""ENST00000533243.5""; ""ENST00000527776.5""; ""ENST00000526342.5""; ""ENST00000527927.5""; ""ENST00000532478.5""; ""ENST00000525635.1""; ""ENST00000532438.5""; ""ENST00000529455.5""; ""ENST00000525398.5""; ""ENST00000526948.1""; ""ENST00000531750.5""; ""ENST00000525314.5""; ""ENST00000629231.2""; ""ENST00000527097.5""; ""ENST00000528444.5""; ""ENST00000524727.5""; ""ENST00000529599.5""; ""ENST00000528041.5""; ""ENST00000529439.5""; ""ENST00000530596.5""; 
""ENST00000533939.5""; ""ENST00000526185.5""; ""ENST00000528708.5""; ""ENST00000524586.1""; ""ENST00000530794.1""; ""ENST00000528072.1"")",TRUE,0.027751792,6.376031243,3.093912602,0.002131509,0.092200049,-2.155687594,DLPFC,gene
ENSG00000255197.5,1113,ENSG00000255197.5,ENSG00000255197,antisense,,NA,InGen,0.390442929,3,"c(""ENST00000527426.1""; ""ENST00000532943.5""; ""ENST00000532340.1"")",TRUE,-0.244755898,-1.200590874,-3.4584943,0.000609003,0.052958528,-0.762942601,DLPFC,gene
ENSG00000149187.17,10441,ENSG00000149187.17,ENSG00000149187,protein_coding,CELF1,10658,InGen,15.6079203,21,"c(""ENST00000395290.6""; ""ENST00000358597.7""; ""ENST00000395292.6""; ""ENST00000310513.9""; ""ENST00000361904.7""; ""ENST00000539455.5""; ""ENST00000531165.5""; ""ENST00000532048.5""; ""ENST00000524648.1""; ""ENST00000539254.1""; ""ENST00000534614.1""; ""ENST00000422993.2""; ""ENST00000532146.1""; ""ENST00000530151.5""; ""ENST00000528434.5""; ""ENST00000525841.5""; ""ENST00000543178.5""; ""ENST00000535982.1""; ""ENST00000526419.1""; ""ENST00000528538.5""; ""ENST00000526277.1"")",TRUE,0.033622051,7.433093979,3.216694271,0.001415577,0.079310946,-1.865744087,DLPFC,gene
ENSG00000149131.15,3603,ENSG00000149131.15,ENSG00000149131,protein_coding,SERPING1,710,InGen,3.229577315,13,"c(""ENST00000405496.5""; ""ENST00000278407.8""; ""ENST00000457869.1""; ""ENST00000340687.10""; ""ENST00000378323.8""; ""ENST00000378324.6""; ""ENST00000403558.1""; ""ENST00000531797.5""; ""ENST00000531133.5""; ""ENST00000619430.1""; ""ENST00000531605.1""; ""ENST00000528996.1""; ""ENST00000530113.1"")",TRUE,0.09974264,3.510239688,3.424694955,0.000687252,0.05627313,-0.767730561,DLPFC,gene
ENSG00000110446.10,6118,ENSG00000110446.10,ENSG00000110446,protein_coding,SLC15A3,51296,InGen,0.399919144,9,"c(""ENST00000536784.5""; ""ENST00000541505.5""; ""ENST00000227880.7""; ""ENST00000544101.1""; ""ENST00000543406.1""; ""ENST00000537307.1""; ""ENST00000536491.1""; ""ENST00000540272.1""; ""ENST00000538739.1"")",TRUE,-0.158775438,1.056541157,-3.109893287,0.002022401,0.089820738,-1.455534068,DLPFC,gene
ENSG00000167986.13,13950,ENSG00000167986.13,ENSG00000167986,protein_coding,DDB1,1642,InGen,12.97146149,25,"c(""ENST00000301764.11""; ""ENST00000451943.6""; ""ENST00000545894.1""; ""ENST00000540166.5""; ""ENST00000538470.2""; ""ENST00000539332.2""; ""ENST00000543658.5""; ""ENST00000535147.5""; ""ENST00000537877.5""; ""ENST00000414411.3""; ""ENST00000535967.5""; ""ENST00000539739.5""; ""ENST00000540784.5""; ""ENST00000538280.1""; ""ENST00000545930.5""; ""ENST00000535174.5""; ""ENST00000539712.5""; ""ENST00000541513.2""; ""ENST00000537120.5""; ""ENST00000543162.1""; ""ENST00000539426.5""; ""ENST00000535283.5""; ""ENST00000538129.1""; ""ENST00000542337.5""; 
""ENST00000543627.1"")",TRUE,0.026471022,7.806822657,3.1564533,0.001733174,0.084701767,-2.076518772,DLPFC,gene
ENSG00000149485.17,10230,ENSG00000149485.17,ENSG00000149485,protein_coding,FADS1,3992,InGen,9.374801954,22,"c(""ENST00000350997.11""; ""ENST00000536991.5""; ""ENST00000433932.5""; ""ENST00000460649.5""; ""ENST00000542506.5""; ""ENST00000496123.6""; ""ENST00000539999.1""; ""ENST00000424501.5""; ""ENST00000540767.5""; ""ENST00000545245.5""; ""ENST00000545405.5""; ""ENST00000421879.5""; ""ENST00000491310.5""; ""ENST00000544696.5""; ""ENST00000466716.5""; ""ENST00000544309.5""; ""ENST00000539419.5""; ""ENST00000448607.1""; ""ENST00000473263.1""; ""ENST00000545986.1""; ""ENST00000541683.1""; ""ENST00000410394.1"")",TRUE,-0.075605648,6.675643116,-3.208223031,0.001456722,0.080158711,-1.832645118,DLPFC,gene
ENSG00000149452.15,8531,ENSG00000149452.15,ENSG00000149452,protein_coding,SLC22A8,9376,InGen,0.265677544,10,"c(""ENST00000539841.1""; ""ENST00000336232.6""; ""ENST00000451262.1""; ""ENST00000545207.5""; ""ENST00000535878.5""; ""ENST00000311438.12""; ""ENST00000430500.6""; ""ENST00000542795.5""; ""ENST00000542904.1""; ""ENST00000544707.1"")",TRUE,0.706475745,-2.943054087,3.376099345,0.000816318,0.060896385,-1.508557683,DLPFC,gene
ENSG00000168004.9,3268,ENSG00000168004.9,ENSG00000168004,protein_coding,HRASLS5,117245,InGen,1.360257982,6,"c(""ENST00000536887.5""; ""ENST00000540857.5""; ""ENST00000539221.5""; ""ENST00000301790.4""; ""ENST00000394615.2""; ""ENST00000538712.1"")",TRUE,0.103283332,2.458275727,3.184358892,0.001578653,0.081416241,-1.356647162,DLPFC,gene
ENSG00000168067.11,7649,ENSG00000168067.11,ENSG00000168067,protein_coding,MAP4K2,5871,InGen,3.92307765,13,"c(""ENST00000294066.6""; ""ENST00000435926.5""; ""ENST00000424945.5""; ""ENST00000470088.5""; ""ENST00000377350.7""; ""ENST00000433890.5""; ""ENST00000489952.5""; ""ENST00000467689.1""; ""ENST00000439069.5""; ""ENST00000493428.5""; ""ENST00000482314.5""; ""ENST00000468062.5""; ""ENST00000444560.1"")",TRUE,-0.054572339,5.385816987,-3.468085613,0.000588364,0.052532065,-0.879766639,DLPFC,gene
ENSG00000213445.9,4668,ENSG00000213445.9,ENSG00000213445,protein_coding,SIPA1,6494,InGen,1.256515974,10,"c(""ENST00000534313.5""; ""ENST00000533361.1""; ""ENST00000526137.1""; ""ENST00000527525.5""; ""ENST00000394224.3""; ""ENST00000534406.1""; ""ENST00000530226.1""; ""ENST00000531339.5""; ""ENST00000529725.1""; ""ENST00000528699.1"")",TRUE,-0.114846884,2.502291931,-3.154855224,0.001742433,0.084722781,-1.448377644,DLPFC,gene
ENSG00000254986.7,3977,ENSG00000254986.7,ENSG00000254986,protein_coding,DPP3,10072,InGen,2.229555065,16,"c(""ENST00000531863.5""; ""ENST00000532677.5""; ""ENST00000541961.5""; ""ENST00000531272.6""; ""ENST00000532019.5""; ""ENST00000526515.5""; ""ENST00000530165.5""; ""ENST00000533725.5""; ""ENST00000544603.1""; ""ENST00000531314.1""; ""ENST00000531354.2""; ""ENST00000526250.5""; ""ENST00000526667.6""; ""ENST00000533799.5""; ""ENST00000525738.1""; ""ENST00000539085.1"")",TRUE,-0.079329285,3.264740501,-3.829772044,0.000151531,0.02968738,0.653476105,DLPFC,gene
ENSG00000173715.15,3765,ENSG00000173715.15,ENSG00000173715,protein_coding,C11orf80,79703,InGen,4.777570429,18,"c(""ENST00000534325.5""; ""ENST00000524551.5""; ""ENST00000525908.5""; ""ENST00000527634.5""; ""ENST00000527368.5""; ""ENST00000540737.5""; ""ENST00000531400.6""; ""ENST00000532565.6""; ""ENST00000525449.6""; ""ENST00000360962.8""; ""ENST00000532727.5""; ""ENST00000526260.1""; ""ENST00000532089.5""; ""ENST00000527352.1""; ""ENST00000533143.1""; ""ENST00000526718.1""; ""ENST00000531415.1""; ""ENST00000526270.1"")",TRUE,0.051168038,4.282336877,3.04943467,0.00246435,0.098048628,-2.038289589,DLPFC,gene
ENSG00000175634.14,5822,ENSG00000175634.14,ENSG00000175634,protein_coding,RPS6KB2,6199,InGen,1.933918434,12,"c(""ENST00000530623.5""; ""ENST00000556575.5""; ""ENST00000524934.5""; ""ENST00000524814.5""; ""ENST00000420069.3""; ""ENST00000312629.9""; ""ENST00000528964.5""; ""ENST00000525088.5""; ""ENST00000525996.7""; ""ENST00000525726.1""; ""ENST00000526268.5""; ""ENST00000531765.2"")",TRUE,-0.058508584,3.651426464,-3.172651991,0.001641858,0.082662143,-1.565237727,DLPFC,gene
ENSG00000078124.11,8442,ENSG00000078124.11,ENSG00000078124,protein_coding,ACER3,55331,InGen,6.970673571,14,"c(""ENST00000534206.5""; ""ENST00000532485.5""; ""ENST00000530182.5""; ""ENST00000525194.5""; ""ENST00000525861.5""; ""ENST00000531461.5""; ""ENST00000530334.5""; ""ENST00000526597.5""; ""ENST00000533873.1""; ""ENST00000531352.5""; ""ENST00000278544.9""; ""ENST00000527508.1""; ""ENST00000525325.1""; ""ENST00000530921.1"")",TRUE,-0.060967622,6.110060893,-3.058335572,0.002394145,0.097199,-2.236307424,DLPFC,gene
ENSG00000270578.1,568,ENSG00000270578.1,ENSG00000270578,processed_pseudogene,,NA,InGen,1.138184689,1,ENST00000604432.1,TRUE,-0.177455098,-0.247360443,-3.498064794,0.000527992,0.051070726,-0.414329326,DLPFC,gene
ENSG00000087053.18,6119,ENSG00000087053.18,ENSG00000087053,protein_coding,MTMR2,8898,InGen,9.099275741,15,"c(""ENST00000346299.9""; ""ENST00000393223.7""; ""ENST00000409459.5""; ""ENST00000352297.11""; ""ENST00000444541.6""; ""ENST00000484818.5""; ""ENST00000495134.5""; ""ENST00000485740.5""; ""ENST00000472423.5""; ""ENST00000497683.5""; ""ENST00000470293.5""; ""ENST00000481642.5""; ""ENST00000470011.5""; ""ENST00000469574.1""; ""ENST00000485988.1"")",TRUE,-0.071742536,6.237610228,-5.045847485,7.21E-07,0.001988977,5.359694581,DLPFC,gene
ENSG00000120458.10,4335,ENSG00000120458.10,ENSG00000120458,protein_coding,MSANTD2,79684,InGen,2.766968781,7,"c(""ENST00000239614.8""; ""ENST00000374979.7""; ""ENST00000526629.1""; ""ENST00000524950.1""; ""ENST00000533514.1""; ""ENST00000527140.1""; ""ENST00000634413.1"")",TRUE,-0.065714081,3.742046587,-3.68425031,0.00026501,0.03776322,0.076099865,DLPFC,gene
ENSG00000149557.12,5937,ENSG00000149557.12,ENSG00000149557,protein_coding,FEZ1,9638,InGen,32.30227562,15,"c(""ENST00000526507.5""; ""ENST00000527350.5""; ""ENST00000278919.7""; ""ENST00000524427.5""; ""ENST00000530096.1""; ""ENST00000528863.5""; ""ENST00000532778.1""; ""ENST00000392709.8""; ""ENST00000577924.1""; ""ENST00000533294.1""; ""ENST00000534022.1""; ""ENST00000532981.1""; ""ENST00000366139.3""; ""ENST00000524435.1""; ""ENST00000527534.1"")",TRUE,-0.059760674,7.857076507,-4.023048295,7.02E-05,0.022099458,0.902754951,DLPFC,gene
ENSG00000149328.14,7280,ENSG00000149328.14,ENSG00000149328,protein_coding,GLB1L2,89944,InGen,0.391750356,5,"c(""ENST00000339772.9""; ""ENST00000535456.6""; ""ENST00000529077.5""; ""ENST00000531081.5""; ""ENST00000533324.2"")",TRUE,0.120576333,1.257623325,3.132326252,0.001877907,0.087512619,-1.402909478,DLPFC,gene
ENSG00000151065.13,4609,ENSG00000151065.13,ENSG00000151065,protein_coding,DCP1B,196513,InGen,1.944688776,7,"c(""ENST00000280665.10""; ""ENST00000543381.5""; ""ENST00000540622.1""; ""ENST00000536665.5""; ""ENST00000541700.5""; ""ENST00000537725.1""; ""ENST00000535873.2"")",TRUE,0.052062731,3.382428774,3.537368539,0.000457599,0.048003159,-0.370461853,DLPFC,gene
ENSG00000111262.4,8361,ENSG00000111262.4,ENSG00000111262,protein_coding,KCNA1,3736,InGen,9.555768131,3,"c(""ENST00000382545.3""; ""ENST00000541095.1""; ""ENST00000543874.2"")",TRUE,-0.141410329,6.639246001,-5.527464005,6.29E-08,0.000516869,7.673554118,DLPFC,gene
ENSG00000171860.4,2145,ENSG00000171860.4,ENSG00000171860,protein_coding,C3AR1,719,InGen,1.479748715,2,"c(""ENST00000307637.4""; ""ENST00000546241.1"")",TRUE,-0.279601462,1.344627295,-3.059273665,0.002386854,0.097199,-1.612561303,DLPFC,gene
ENSG00000175899.14,6384,ENSG00000175899.14,ENSG00000175899,protein_coding,A2M,2,InGen,22.9614126,13,"c(""ENST00000543436.2""; ""ENST00000495442.1""; ""ENST00000495709.1""; ""ENST00000318602.11""; ""ENST00000545828.1""; ""ENST00000542567.1""; ""ENST00000462568.1""; ""ENST00000546069.1""; ""ENST00000472360.1""; ""ENST00000539638.5""; ""ENST00000404455.2""; ""ENST00000467091.1""; ""ENST00000497324.1"")",TRUE,-0.177297307,7.209124399,-4.442256449,1.19E-05,0.007521003,2.625184486,DLPFC,gene
ENSG00000110848.8,2832,ENSG00000110848.8,ENSG00000110848,protein_coding,CD69,969,InGen,0.357361468,4,"c(""ENST00000228434.7""; ""ENST00000536709.1""; ""ENST00000416624.6""; ""ENST00000543147.1"")",TRUE,-0.440906056,-0.819533478,-3.20068247,0.001494274,0.080960085,-1.318656262,DLPFC,gene
ENSG00000172243.17,4190,ENSG00000172243.17,ENSG00000172243,protein_coding,CLEC7A,64581,InGen,0.860909505,13,"c(""ENST00000353231.9""; ""ENST00000534609.5""; ""ENST00000529761.5""; ""ENST00000298523.9""; ""ENST00000396484.6""; ""ENST00000304084.12""; ""ENST00000349926.9""; ""ENST00000465100.5""; ""ENST00000533022.5""; ""ENST00000531192.5""; ""ENST00000528799.1""; ""ENST00000310002.4""; ""ENST00000525605.1"")",TRUE,-0.372577787,1.359735019,-4.215735527,3.16E-05,0.014226744,2.140850796,DLPFC,gene
ENSG00000173391.8,3057,ENSG00000173391.8,ENSG00000173391,protein_coding,OLR1,4973,InGen,3.199028282,11,"c(""ENST00000309539.7""; ""ENST00000544577.5""; ""ENST00000543993.5""; ""ENST00000545927.5""; ""ENST00000432556.6""; ""ENST00000536989.1""; ""ENST00000539518.5""; ""ENST00000538745.5""; ""ENST00000339968.6""; ""ENST00000538873.1""; ""ENST00000543414.1"")",TRUE,-0.344020412,3.048810169,-4.214693955,3.17E-05,0.014226744,2.107998301,DLPFC,gene
ENSG00000123095.5,3948,ENSG00000123095.5,ENSG00000123095,protein_coding,BHLHE41,79365,InGen,10.28978158,3,"c(""ENST00000242728.4""; ""ENST00000394326.2""; ""ENST00000541271.1"")",TRUE,-0.118402834,5.60555555,-4.062556408,5.97E-05,0.021039328,1.224367189,DLPFC,gene
ENSG00000064102.14,3345,ENSG00000064102.14,ENSG00000064102,protein_coding,ASUN,55726,InGen,4.921740772,9,"c(""ENST00000538155.5""; ""ENST00000261191.11""; ""ENST00000538016.1""; ""ENST00000542392.4""; ""ENST00000536232.1""; ""ENST00000538727.5""; ""ENST00000544548.5""; ""ENST00000538748.1""; ""ENST00000537336.1"")",TRUE,-0.070790853,4.213521714,-3.440136506,0.000650406,0.054536778,-0.814208316,DLPFC,gene
ENSG00000188375.4,1057,ENSG00000188375.4,ENSG00000188375,protein_coding,H3F3C,440093,InGen,0.733811129,1,ENST00000340398.4,TRUE,0.161191938,-0.352689077,3.184798375,0.001576325,0.081416241,-1.28853278,DLPFC,gene
ENSG00000110975.8,5082,ENSG00000110975.8,ENSG00000110975,protein_coding,SYT10,341359,InGen,1.216365673,3,"c(""ENST00000228567.7""; ""ENST00000539102.1""; ""ENST00000567656.1"")",TRUE,0.188301475,3.254693825,3.761041548,0.000197749,0.033853615,0.403379037,DLPFC,gene
ENSG00000139117.13,5178,ENSG00000139117.13,ENSG00000139117,protein_coding,CPNE8,144402,InGen,6.975579092,9,"c(""ENST00000552259.5""; ""ENST00000331366.9""; ""ENST00000538596.6""; ""ENST00000546603.5""; ""ENST00000360449.3""; ""ENST00000547417.1""; ""ENST00000549842.1""; ""ENST00000551855.1""; ""ENST00000550863.1"")",TRUE,0.073481527,5.450796108,3.290656627,0.001099435,0.07021574,-1.463556827,DLPFC,gene
ENSG00000247774.6,3092,ENSG00000247774.6,ENSG00000247774,processed_transcript,PCED1B-AS1,100233209,InGen,0.297675886,11,"c(""ENST00000547626.5""; ""ENST00000550426.5""; ""ENST00000552269.5""; ""ENST00000547600.5""; ""ENST00000551432.5""; ""ENST00000551898.1""; ""ENST00000552990.5""; ""ENST00000548222.5""; ""ENST00000552975.5""; ""ENST00000547851.1""; ""ENST00000500365.2"")",TRUE,-0.316564515,-0.45641487,-3.495161023,0.000533576,0.051070726,-0.465474099,DLPFC,gene
ENSG00000134291.11,3475,ENSG00000134291.11,ENSG00000134291,protein_coding,TMEM106C,79022,InGen,5.817139527,22,"c(""ENST00000550146.5""; ""ENST00000551305.5""; ""ENST00000256686.10""; ""ENST00000548153.5""; ""ENST00000549288.5""; ""ENST00000552187.1""; ""ENST00000552561.5""; ""ENST00000546749.5""; ""ENST00000552546.5""; ""ENST00000550552.5""; ""ENST00000429772.6""; ""ENST00000550161.5""; ""ENST00000449758.6""; ""ENST00000551705.1""; ""ENST00000548640.5""; ""ENST00000553217.5""; ""ENST00000548355.5""; ""ENST00000548965.1""; ""ENST00000547136.1""; ""ENST00000547682.2""; ""ENST00000615597.1""; ""ENST00000549287.1"")",TRUE,0.070908616,4.36698478,3.842602403,0.000144122,0.029551578,0.546334002,DLPFC,gene
ENSG00000183283.15,5731,ENSG00000183283.15,ENSG00000183283,protein_coding,DAZAP2,9802,InGen,12.47101874,15,"c(""ENST00000412716.7""; ""ENST00000449723.7""; ""ENST00000552173.5""; ""ENST00000549555.5""; ""ENST00000439799.6""; ""ENST00000425012.6""; ""ENST00000551919.5""; ""ENST00000549041.1""; ""ENST00000549732.6""; ""ENST00000604900.5""; ""ENST00000436900.2""; ""ENST00000551534.5""; ""ENST00000552459.2""; ""ENST00000549497.5""; ""ENST00000551313.1"")",TRUE,-0.039100829,6.429134747,-3.372268241,0.000827398,0.060896385,-1.292989157,DLPFC,gene
ENSG00000050438.16,17980,ENSG00000050438.16,ENSG00000050438,protein_coding,SLC4A8,9498,InGen,10.53863631,18,"c(""ENST00000535225.6""; ""ENST00000358657.7""; ""ENST00000615370.1""; ""ENST00000547697.6""; ""ENST00000604314.5""; ""ENST00000548352.5""; ""ENST00000453097.6""; ""ENST00000548811.5""; ""ENST00000546497.1""; ""ENST00000319957.10""; ""ENST00000514353.7""; ""ENST00000551071.5""; ""ENST00000552001.1""; ""ENST00000550211.1""; ""ENST00000546663.1""; ""ENST00000548616.1""; ""ENST00000546872.1""; ""ENST00000546875.1"")",TRUE,-0.060963466,7.915617437,-3.532661856,0.00046554,0.048220542,-0.871470299,DLPFC,gene
ENSG00000123338.12,10596,ENSG00000123338.12,ENSG00000123338,protein_coding,NCKAP1L,3071,InGen,1.050241689,8,"c(""ENST00000293373.10""; ""ENST00000548221.5""; ""ENST00000547500.1""; ""ENST00000545638.2""; ""ENST00000552211.5""; ""ENST00000548916.1""; ""ENST00000549451.1""; ""ENST00000548980.1"")",TRUE,-0.208489946,3.238385686,-3.252958785,0.001251317,0.074782943,-1.256560322,DLPFC,gene
ENSG00000135482.6,8464,ENSG00000135482.6,ENSG00000135482,protein_coding,ZC3H10,84872,InGen,1.031614551,5,"c(""ENST00000257940.6""; ""ENST00000552345.1""; ""ENST00000549973.1""; ""ENST00000551880.1""; ""ENST00000546903.1"")",TRUE,-0.069802212,3.244116109,-3.566757466,0.000410819,0.044790249,-0.252033265,DLPFC,gene
ENSG00000166908.17,3299,ENSG00000166908.17,ENSG00000166908,protein_coding,PIP4K2C,79837,InGen,13.79562528,8,"c(""ENST00000422156.7""; ""ENST00000540759.6""; ""ENST00000551772.5""; ""ENST00000550465.5""; ""ENST00000550360.1""; ""ENST00000550095.5""; ""ENST00000354947.9""; ""ENST00000548264.1"")",TRUE,-0.056810717,5.961345585,-3.74786495,0.00020801,0.034415224,0.025614857,DLPFC,gene
